Subject,Course,CRN,Course Title,Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
MSE,487,55678,Materials for Nanotechnology,A,OLC,120211,2,17,2,3,3,2,1,0,1,0,0,0,0,0,3.61,"Braun, Paul V"
MSE,498,53409,Modern Methods in Mat'ls Chara,MAS,ONL,120211,2,24,5,1,0,0,0,0,0,0,0,0,0,0,3.93,"Sardela, Mauro"
MUS,102,44949,Music Theory and Practice II,AD2,OD,120211,1,4,8,3,3,1,1,1,0,0,0,0,0,0,3.43,"Hahn, Jiwon"
MUS,102,45502,Music Theory and Practice II,AD4,OD,120211,0,7,3,0,8,1,0,2,0,0,1,0,0,0,3.21,"Paul, Cody A"
MUS,110,71670,Introd Art Mus: Intl Perspect,AL1,OLC,120211,47,35,12,7,4,4,2,5,1,2,5,0,2,0,3.51,"Silvers, Michael B"
MUS,130,35495,Music Then and Now,AL1,OLC,120211,150,65,17,12,11,6,7,4,3,4,5,3,5,0,3.61,"Siletti, Michael J"
MUS,133,35527,Introduction to World Music,AL1,OLC,120211,454,51,17,16,7,10,7,6,4,1,3,3,7,0,3.8,"Tsekouras, Ioannis"
MUS,240,35542,Orientation Mus Tchg Lrng K-HS,A,ONL,120211,12,5,2,1,1,0,0,1,0,0,0,0,0,0,3.8,"Kruse, Adam J"
MUS,244,67451,Social Foundations of Music Ed,A,ONL,120211,0,17,0,0,4,0,0,2,0,0,0,0,0,0,3.65,"McCall, Joyce M"
MUS,314,36162,The History of Music II,AL1,OLC,120211,32,17,15,9,10,7,3,3,4,0,2,2,1,0,3.36,"Eagen, Megan K"
MUS,408,44304,Analysis of Musical Form,D,ONL,120211,1,13,5,0,2,1,0,0,0,0,0,0,0,0,3.77,"Tharp, Reynold"
MUS,414,58923,Music and Society,A,ONL,120211,6,7,2,3,0,2,0,1,1,0,1,0,0,0,3.45,"Eagen, Megan K"
MUS,434,65692,Assessment/Eval in Music Ed,A,ONL,120211,0,29,4,2,1,0,2,0,0,0,1,0,0,0,3.75,"Fairbanks, Stephen T"
MUSC,462,71997,University Chorus,A,PR,120211,1,19,2,0,1,0,0,0,1,0,0,0,1,0,3.68,"Megill, Andrew D"
MUSC,464,72001,Women's Glee Club,A,PR,120211,7,33,0,0,0,0,0,0,0,0,0,0,1,0,3.9,"Solya, Andrea"
MUSC,465,72003,Men's Glee Club,A,PR,120211,0,32,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Coleman, Barrington L"
MUSC,481,72025,Wind Orchestra,ONL,ONL,120211,0,46,0,0,2,1,1,1,0,0,1,0,2,0,3.67,"Messina, Anthony"
MUSE,250,56970,The World Through Museums,1,OLC,120211,3,24,7,2,6,1,2,0,0,0,0,0,3,0,3.45,"Frankenberg, Susan R"
NPRE,101,34624,Introduction to Energy Sources,A,OLC,120211,1,9,5,7,6,4,1,2,0,0,1,2,2,0,2.98,"Andruczyk, Daniel"
NPRE,199,34684,Undergraduate Seminar,A,ONL,120211,23,6,2,2,0,0,0,0,0,0,0,0,0,0,3.94,"Uddin, Rizwan"
NPRE,247,34695,Modeling Nuclear Energy System,C,ONL,120211,1,3,2,4,5,3,3,0,1,2,0,1,0,0,2.87,"Brooks, Caleb"
NPRE,402,34697,Nuclear Power Engineering,D3,ONL,120211,26,36,19,16,7,5,4,2,0,0,0,0,0,0,3.64,"Ragheb, Magdi"
NPRE,421,34715,Plasma and Fusion Science,L,ONL,120211,5,5,3,5,4,8,2,2,4,1,1,0,1,0,2.89,"Sankaran, Ramanathan"
NPRE,447,34729,Radiation Interact w/Matter II,D,ONL,120211,2,12,5,2,5,1,1,0,0,0,0,0,0,0,3.61,"Zhang, Yang"
NPRE,470,53124,Fuel Cells & Hydrogen Sources,A,ONL,120211,15,12,5,4,0,0,0,0,0,0,0,0,1,0,3.77,"Kim, Kyu Jung"
NPRE,475,53126,Wind Power Systems,UG,ONL,120211,40,29,8,5,2,3,3,0,0,0,0,0,0,0,3.81,"Ragheb, Magdi"
NPRE,480,34770,Energy and Security,AE1,OLC,120211,5,8,5,7,0,0,0,0,0,0,0,0,0,0,3.75,"Uddin, Rizwan"
NRES,100,34947,Fundamentals of Env Sci,AL1,ONL,120211,22,42,17,19,19,9,5,10,4,1,3,2,20,0,2.93,"Ugarte, Carmen M"
NRES,101,60210,Wildlife Conservation,A,ONL,120211,15,25,8,5,4,2,5,0,3,1,2,1,0,0,3.44,"Ward, Michael P"
NRES,105,69995,Climate Change and Ecosystems,A,ONL,120211,3,10,18,13,23,9,7,6,0,4,3,2,28,0,2.32,"Fraterrigo, Jennifer M"
NRES,201,34993,Introductory Soils,AL1,OLC,120211,2,17,15,11,24,4,2,6,1,0,0,0,0,0,3.28,"Arai, Yuji"
NRES,285,55540,Urban Ecology and Agriculture,SFP,ONL,120211,0,26,0,0,4,0,0,1,0,0,0,0,0,0,3.81,"Ugarte, Carmen M"
NRES,287,41122,Environment and Society,AL1,OLC,120211,12,36,56,23,21,21,4,1,4,0,4,0,9,0,3.22,"Van Riper, Carena J"
NRES,325,46867,Natural Resource Policy Mgmt,A,OLC,120211,12,29,18,12,7,2,0,0,1,0,0,0,0,0,3.68,"Miller, Daniel C"
NRES,362,67076,Ecology of Invasive Species,A,ONL,120211,8,5,10,6,4,1,0,0,0,0,1,0,1,0,3.45,"Larson, Eric R"
NRES,407,44442,Wildlife Population Ecology,AL1,OLC,120211,5,14,5,5,3,3,1,0,0,0,0,0,0,0,3.62,"Pollock, Henry S"
NRES,424,59373,"US Environ, Justic & Policy",A,ONL,120211,9,6,0,2,1,2,0,1,0,0,0,0,1,0,3.5,"Johnson, McKenzie F"
NRES,456,46996,Integrative Ecosystem Mgmt,A,ONL,120211,17,8,15,11,7,7,4,1,1,1,1,0,0,0,3.38,"Miller, James R"
NRES,474,35177,Soil and Water Conservation,AL1,ONL,120211,1,9,10,6,0,2,0,1,0,0,0,0,0,1,3.59,"Wander, Michelle M"
NRES,488,55916,Soil Fertility and Fertilizers,L1,ONL,120211,8,3,4,4,9,1,2,8,1,0,2,1,3,0,2.75,"Mulvaney, Richard L"
NUTR,511,35382,Regulation of Metabolism,AL1,OLC,120211,3,12,2,4,1,0,0,0,0,0,0,0,0,0,3.8,"Nakamura, Manabu T"
PHIL,101,47416,Introduction to Philosophy,AD6,OD,120211,0,2,1,5,2,3,4,1,2,0,0,0,4,0,2.37,"Reese, Brian A"
PHIL,102,68680,Logic and Reasoning,OL,ONL,120211,0,45,7,6,11,3,3,3,4,1,3,1,6,0,3.13,"Fitts, Jesse J"
PHIL,102,66739,Logic and Reasoning,ONL,ONL,120211,0,36,6,5,9,12,9,16,7,3,10,8,22,0,2.28,"Fitts, Jesse J"
PHIL,202,35461,Symbolic Logic,C,OLC,120211,0,31,2,5,7,2,3,1,2,0,2,3,5,0,3.03,"Fitts, Jesse J"
PHIL,203,35463,Ancient Philosophy,N,OLC,120211,3,13,2,10,3,3,2,4,4,2,3,0,2,0,2.88,"Reese, Brian A"
PHIL,206,35464,Early Modern Philosophy,X,OLC,120211,2,11,14,6,10,3,5,2,5,0,1,3,4,0,2.85,"Weinberg, Shelley E"
PHIL,222,72247,Philosophical Foundations CS,PF,OLC,120211,9,5,2,5,1,0,1,2,0,0,0,0,0,0,3.57,"Kishida, Kohei"
PHIL,223,72249,Minds & Machines,MM,OLC,120211,12,8,5,5,1,1,2,0,0,1,0,0,4,0,3.25,"Del Pinal, Guillermo"
PHIL,411,56598,Nineteenth Century Philosophy,U1,OLC,120211,0,6,5,2,1,1,0,0,0,0,0,1,6,0,2.52,"Sussman, David G"
PHIL,421,51549,Ethical Theories,G1,OLC,120211,1,22,4,7,2,0,0,0,0,0,0,0,0,0,3.78,"Varden, Helga"
PHIL,430,43038,Theory of Knowledge,U1,OLC,120211,1,20,2,2,1,0,0,0,0,0,0,0,1,0,3.75,"Livengood, Jonathan M"
PHIL,436,35548,Phil of Law and of the State,U3,OLC,120211,1,13,4,6,0,1,0,1,0,0,0,1,1,0,3.44,"Varden, Helga"
PHIL,454,45796,Advanced Symbolic Logic,U1,OLC,120211,5,4,3,1,2,1,2,2,1,0,0,0,3,0,2.87,"Kishida, Kohei"
PHYS,101,35570,College Physics: Mech & Heat,A1,OLC,120211,13,11,7,20,13,8,10,8,7,9,4,2,1,0,2.8,"Yunes, Nicolas"
PHYS,101,35571,College Physics: Mech & Heat,A2,OLC,120211,11,16,10,23,20,21,17,11,11,13,11,3,6,0,2.59,"Yunes, Nicolas"
PHYS,102,35773,College Physics: E&M & Modern,A1,OLC,120211,28,30,27,20,20,16,14,9,8,9,1,4,1,0,3.1,"Ansell, Katherine A"
PHYS,102,35774,College Physics: E&M & Modern,A2,OLC,120211,19,16,13,18,12,15,11,9,7,7,6,3,1,0,2.89,"Ansell, Katherine A"
PHYS,211,35801,University Physics: Mechanics,A1,OLC,120211,81,69,27,20,21,18,19,8,15,6,5,3,1,0,3.33,"Stelzer, Timothy J"
PHYS,211,35802,University Physics: Mechanics,A2,OLC,120211,67,50,33,39,22,30,11,13,21,9,2,2,0,0,3.23,"Stelzer, Timothy J"
PHYS,211,35803,University Physics: Mechanics,A3,OLC,120211,52,58,46,21,13,25,16,15,13,12,5,12,2,0,3.11,"Covey, Jacob P"
PHYS,211,35804,University Physics: Mechanics,A4,OLC,120211,34,36,25,10,24,13,11,18,11,12,5,10,4,0,2.91,"Covey, Jacob P"
PHYS,212,38029,University Physics: Elec & Mag,A1,OLC,120211,79,38,16,22,16,22,14,9,14,5,3,2,2,0,3.27,"Mahmood, Fahad"
PHYS,212,38032,University Physics: Elec & Mag,A2,OLC,120211,21,16,7,9,6,8,8,3,6,1,1,1,1,0,3.19,"Mahmood, Fahad"
PHYS,212,52875,University Physics: Elec & Mag,A3,OLC,120211,29,21,9,12,10,13,15,11,14,1,3,1,2,0,3,"Vieira, Joaquin D"
PHYS,213,68939,Univ Physics: Thermal Physics,A1,OLC,120211,44,26,13,19,14,12,17,21,11,9,5,6,3,0,2.93,"Bradlyn, Barry J"
PHYS,213,68940,Univ Physics: Thermal Physics,A2,OLC,120211,51,24,18,17,13,17,10,21,7,6,3,3,2,0,3.11,"Bradlyn, Barry J"
PHYS,213,68941,Univ Physics: Thermal Physics,A3,OLC,120211,33,17,15,13,12,11,21,6,11,10,3,2,5,0,2.9,"Vishveshwara, Smitha"
PHYS,214,38329,Univ Physics: Quantum Physics,A1,OLC,120211,31,33,23,28,13,15,11,13,6,4,1,5,0,0,3.19,"Bradlyn, Barry J"
PHYS,214,38330,Univ Physics: Quantum Physics,A2,OLC,120211,38,47,21,19,18,22,13,16,17,7,1,6,1,0,3.09,"Bradlyn, Barry J"
PHYS,214,38331,Univ Physics: Quantum Physics,A3,OLC,120211,20,25,15,13,10,10,10,14,3,2,3,2,2,0,3.09,"Vishveshwara, Smitha"
PHYS,225,53724,Relativity & Math Applications,A,OLC,120211,25,11,4,29,20,12,12,4,2,3,0,4,0,0,3.12,"Hooberman, Benjamin"
PHYS,325,38566,Classical Mechanics I,A,LEC,120211,18,9,6,3,6,4,1,3,1,0,0,0,0,0,3.5,"Holder, Gilbert"
PHYS,325,72259,Classical Mechanics I,AOL,OLC,120211,12,10,3,2,4,2,0,1,1,0,1,2,0,0,3.4,"Holder, Gilbert"
PHYS,326,38582,Classical Mechanics II,A,OLC,120211,1,4,11,8,5,9,3,1,3,4,0,2,0,0,2.88,"Golding, Ido"
PHYS,398,69341,Soph/Junr Special Topics Phys,DLP,OLB,120211,0,7,6,0,8,0,0,0,0,0,0,0,0,0,3.52,"Gollin, George D"
PHYS,401,38571,Classical Physics Lab,A,OLC,120211,1,4,4,1,1,3,0,3,0,1,1,1,2,0,2.64,"Filippini, Jeffrey P"
PHYS,402,36694,Light,AA,LEC,120211,3,3,5,2,7,6,3,4,2,0,1,0,0,0,2.93,"Cohen, Offir"
PHYS,427,36679,Thermal & Statistical Physics,A,OLC,120211,0,7,9,5,9,4,3,3,1,0,2,1,0,0,3.02,"Dahmen, Karin A"
PHYS,435,38588,Electromagnetic Fields I,A,LEC,120211,6,15,10,7,4,7,3,1,0,0,0,0,0,0,3.47,"Eckstein, James N"
PHYS,435,72342,Electromagnetic Fields I,AOL,OLC,120211,5,4,4,8,3,2,0,1,0,0,0,0,0,0,3.47,"Eckstein, James N"
PHYS,436,38593,Electromagnetic Fields II,A,LEC,120211,1,9,6,1,8,2,0,2,0,0,0,0,0,0,3.4,"Abbamonte, Peter M"
PHYS,460,72314,Condensed Matter Physics,A,OLC,120211,6,6,6,5,3,0,1,1,0,0,0,0,0,0,3.57,"Wagner, Lucas K"
PHYS,486,36737,Quantum Physics I,A,OLC,120211,7,9,14,4,5,5,1,2,2,1,0,0,0,0,3.36,"Shelton, Julia F"
PHYS,487,36752,Quantum Physics II,A,OLC,120211,6,11,7,12,2,1,6,3,0,1,1,1,0,0,3.24,"Makins, Naomi C"
PHYS,504,36782,Statistical Physics,A,OLC,120211,14,8,3,1,3,0,0,0,0,0,0,0,0,0,3.84,"Leite Noronha, Jorge Jose"
PHYS,560,36787,Condensed Matter Physics I,A,OLC,120211,12,17,1,0,1,0,0,0,0,0,0,0,0,0,3.96,"Hughes, Taylor L"
PLPA,200,37737,"Plants, Pathogens, and People",ONL,ONL,120211,1,162,0,0,17,0,0,5,0,0,0,0,0,0,3.85,"Lambert, Kris N"
PS,100,69118,Intro to Political Science,OL1,ONL,120211,28,16,10,3,4,2,2,1,1,0,1,1,1,0,3.57,"Rha, Yea Jin"
PS,100,37963,Intro to Political Science,OL3,ONL,120211,3,18,19,6,9,3,2,1,1,1,0,1,2,0,3.32,"Griffin, Caleb"
PS,101,38041,Intro to US Gov & Pol,AL1,OLC,120211,37,28,14,9,5,4,3,5,1,0,1,2,7,0,3.35,"Sin, Gisela"
PS,199,43731,Drones and Asymmetric Warfare,OL1,ONL,120211,0,23,4,3,4,1,0,0,0,0,0,0,0,0,3.75,"Grossman, Nicholas"
PS,201,38765,US Racial & Ethnic Politics,OL1,ONL,120211,28,14,7,5,2,1,0,1,0,1,0,0,1,0,3.71,"Garcia, Luzmarina"
PS,201,38764,US Racial & Ethnic Politics,OL2,ONL,120211,24,14,6,4,4,2,1,2,2,2,0,0,3,0,3.39,"Jung, Seyoung"
PS,201,38763,US Racial & Ethnic Politics,OL3,ONL,120211,25,17,7,6,7,0,1,1,0,1,0,0,1,0,3.64,"Wisnosky, Daniel A"
PS,201,73124,US Racial & Ethnic Politics,OL4,ONL,120211,7,14,10,3,10,2,2,4,0,3,1,1,10,0,2.75,"Cho, HyunJoo"
PS,220,46278,Intro to Public Policy,C,ONL,120211,11,74,2,8,26,0,2,9,0,0,4,0,14,0,3.19,"Ashley, Jeffrey S"
PS,230,49001,Intro to Pol Research,A,ONL,120211,9,6,5,1,3,0,0,0,0,0,0,3,2,0,3.2,"Lu, Lu"
PS,230,49002,Intro to Pol Research,B,ONL,120211,6,8,3,1,4,2,1,1,0,1,1,0,1,0,3.25,"Kim, Sanghoon"
PS,241,43219,Comp Politics in Dev Nations,BL1,OLC,120211,9,30,19,12,22,4,4,4,4,0,0,0,7,0,3.19,"Livny, Avital"
PS,281,43687,Intro to Intl Relations-ACP,C,ONL,120211,7,9,7,5,4,2,1,2,1,0,0,0,6,0,2.99,"Nagashima, Daniel"
PS,302,61878,The US Constitution II,A,ONL,120211,0,18,11,19,17,14,0,2,1,0,0,0,0,0,3.29,"Cho, Wendy K"
PS,305,38229,The US Supreme Court,OL1,ONL,120211,9,11,9,0,0,0,0,0,1,0,0,0,1,0,3.7,"Pryor, Matthew R"
PS,318,54820,Interests Grps & Soc Movements,A,ONL,120211,1,10,23,13,8,8,4,2,2,0,0,4,4,0,2.99,"Hinchliffe, Joseph"
PS,320,71590,Public Opinion,A,ONL,120211,0,25,8,9,21,5,5,3,2,0,0,0,1,0,3.25,"Rudolph, Thomas J"
PS,343,48390,Gov & Pol of China,A,ONL,120211,9,6,6,8,10,4,1,5,1,0,0,1,2,0,3.09,"Yang, Yujeong"
PS,347,55130,Gov & Pol of Middle East,A,ONL,120211,2,12,7,9,5,4,2,0,3,0,2,0,2,0,3.1,"Livny, Avital"
PS,348,58687,Gov & Pol in Western Europe,A,ONL,120211,10,20,6,7,3,3,0,1,3,0,0,0,3,0,3.38,"Kourtikakis, Konstantinos"
PS,370,70339,Justice in the Law,A,ONL,120211,46,17,16,5,1,1,0,0,1,0,0,0,2,0,3.76,"Miller, Benjamin M"
PS,372,46285,Modern Political Theory,A,ONL,120211,0,6,5,8,4,1,0,0,1,0,0,0,0,0,3.41,"Frost, Samantha L"
PS,385,69119,Politics of the European Union,OL1,ONL,120211,3,10,6,4,2,2,3,1,0,1,0,0,6,0,2.87,"Huh, Seung-Uk"
PS,398,62312,Strategic Interntl Relations,A,ONL,120211,0,23,15,1,0,0,0,0,0,0,0,0,0,0,3.86,"Carroll, Robert J"
PSYC,100,37007,Intro Psych,B1,OD,120211,7,20,8,1,1,5,0,0,0,0,0,0,4,0,3.41,"Flores, Andrew Z"
PSYC,100,37009,Intro Psych,C1,OD,120211,9,14,7,5,3,1,0,2,0,0,0,0,5,0,3.26,"Flores, Andrew Z"
PSYC,100,40739,Intro Psych,C4,OD,120211,13,10,8,2,0,5,1,0,0,0,0,0,7,0,3.12,"Lozano, Elizabeth B"
PSYC,100,37010,Intro Psych,D1,OD,120211,8,22,10,5,2,1,1,0,0,0,0,0,0,0,3.76,"Hu, Yifan"
PSYC,100,40738,Intro Psych,D4,OD,120211,7,15,8,3,2,5,0,0,3,0,0,0,3,0,3.3,"Lo, Yi-Pei"
PSYC,100,37011,Intro Psych,E1,OD,120211,14,18,6,1,0,1,1,0,1,0,0,0,3,0,3.56,"Hu, Yifan"
PSYC,100,37012,Intro Psych,F1,OD,120211,7,18,9,3,2,2,0,0,0,1,0,0,3,0,3.46,"Unal, Belgin"
PSYC,100,48857,Intro Psych,F4,OD,120211,2,11,7,6,4,7,1,1,2,1,1,1,2,0,3.02,"Perriello, Christine L"
PSYC,100,37013,Intro Psych,G1,OD,120211,4,12,8,1,4,0,2,3,0,0,0,0,4,0,3.14,"Unal, Belgin"
PSYC,100,40737,Intro Psych,H4,OD,120211,11,14,7,5,2,1,0,0,0,1,0,2,2,0,3.42,"Lo, Yi-Pei"
PSYC,100,37017,Intro Psych,K1,OD,120211,6,27,5,4,0,0,1,2,0,2,0,0,0,0,3.67,"Ding, Huiyu"
PSYC,100,37018,Intro Psych,L1,OD,120211,6,26,2,4,1,2,1,0,2,0,2,0,1,0,3.5,"Ding, Huiyu"
PSYC,100,37019,Intro Psych,M1,OD,120211,12,18,4,2,4,0,2,0,1,0,0,0,3,0,3.47,"Whitlock, Jonathon S"
PSYC,100,37020,Intro Psych,N1,OD,120211,11,22,5,1,1,3,0,1,0,0,0,0,2,0,3.62,"Whitlock, Jonathon S"
PSYC,100,37006,Intro Psych,N4,OD,120211,6,12,2,0,1,3,0,1,2,2,0,2,5,0,2.77,"Hwang, Suyeon"
PSYC,100,45067,Intro Psych,P4,OD,120211,7,10,1,0,1,1,2,1,0,0,0,1,0,0,3.53,"Hwang, Suyeon"
PSYC,100,37022,Intro Psych,X,OD,120211,0,19,0,0,6,0,0,1,0,0,1,0,1,0,3.46,"Srull, Thomas K"
PSYC,144,70435,Stereotypes & Discrimination,A,OD,120211,28,28,4,2,2,0,2,2,0,1,3,0,3,0,3.52,"Stern, Chadly D"
PSYC,201,37034,Intro to Social Psych,A,OD,120211,13,9,3,4,2,4,0,1,0,0,1,0,2,0,3.38,"Dai, Wenhao"
PSYC,201,37035,Intro to Social Psych,B,OD,120211,7,11,12,4,4,3,0,2,0,0,0,0,0,0,3.57,"Fu, Hsiao-Ting"
PSYC,201,37036,Intro to Social Psych,C,OD,120211,12,9,2,4,5,2,1,0,1,1,1,2,1,0,3.24,"Hyland, William"
PSYC,201,37037,Intro to Social Psych,D,OD,120211,4,11,11,7,2,4,1,2,2,0,0,0,1,0,3.33,"Pantin, Kenzhane D"
PSYC,201,37041,Intro to Social Psych,E,OD,120211,2,10,6,3,7,5,2,1,2,1,2,0,0,0,3.11,"Vogt, Randi L"
PSYC,201,40680,Intro to Social Psych,F,OD,120211,3,3,8,3,0,3,0,1,0,0,0,0,2,0,3.19,"Dai, Wenhao"
PSYC,201,37040,Intro to Social Psych,H,OD,120211,4,1,5,5,1,2,0,0,1,0,1,1,2,0,2.9,"Hyland, William"
PSYC,201,37038,Intro to Social Psych,K,OD,120211,1,5,9,5,2,0,1,0,0,0,0,0,2,0,3.28,"Pantin, Kenzhane D"
PSYC,201,40681,Intro to Social Psych,L,OD,120211,5,3,2,4,2,1,0,2,1,0,0,1,1,0,3.08,"Vogt, Randi L"
PSYC,210,37042,Behavioral Neuroscience,A,OLC,120211,18,20,10,11,25,8,8,19,10,10,11,2,15,0,2.52,"Juraska, Janice M"
PSYC,216,37050,Child Psych,A,OLC,120211,103,48,22,8,13,11,9,9,6,3,5,6,5,0,3.39,"Fisher, Cynthia L"
PSYC,216,37056,Child Psych,U1,OLC,120211,2,5,6,1,4,0,0,2,1,0,0,0,1,0,3.23,"Yuile, Amanda R"
PSYC,224,37061,Cognitive Psych,A,OLC,120211,0,163,0,0,86,0,0,23,0,0,4,0,5,0,3.42,"Federmeier, Kara D"
PSYC,230,37062,Perception & Sensory Processes,A,OLC,120211,174,38,18,19,14,4,1,10,6,4,4,0,8,0,3.57,"Lleras Buetti, Simona"
PSYC,235,37183,Intro to Statistics,CL1,OLC,120211,6,11,4,4,7,1,2,2,1,0,0,1,4,0,3.04,"He, Siqi"
PSYC,235,37089,Intro to Statistics,DS,OLC,120211,2,11,5,5,3,6,1,4,3,0,0,2,5,0,2.74,"Simons, Daniel J"
PSYC,238,37215,Psychopathol & Probs in Living,A,OLC,120211,0,9,7,5,6,3,2,6,1,1,0,0,3,0,2.88,"Ariss, Talia A"
PSYC,238,37216,Psychopathol & Probs in Living,B,OLC,120211,0,9,4,7,8,3,2,3,1,2,0,0,5,0,2.75,"Ariss, Talia A"
PSYC,238,37213,Psychopathol & Probs in Living,C,OLC,120211,2,5,5,2,5,4,4,2,1,0,0,0,5,0,2.68,"Castro Leon, Ariana A"
PSYC,238,37214,Psychopathol & Probs in Living,D,OLC,120211,3,5,1,6,3,3,3,0,1,1,0,0,4,0,2.76,"Castro Leon, Ariana A"
PSYC,238,37217,Psychopathol & Probs in Living,G,OLC,120211,0,11,3,4,3,4,3,3,2,1,2,1,3,0,2.71,"Griffith, Julianne M"
PSYC,238,37218,Psychopathol & Probs in Living,H,OLC,120211,0,5,7,6,5,2,3,3,3,1,0,0,6,0,2.57,"Kemp, Kathryn C"
PSYC,238,37219,Psychopathol & Probs in Living,I,OLC,120211,5,2,6,12,6,6,5,0,3,0,0,0,0,0,3.13,"Venerable, Walter J"
PSYC,238,37220,Psychopathol & Probs in Living,J,OLC,120211,4,9,7,4,5,3,4,0,2,0,1,0,0,0,3.27,"Venerable, Walter J"
PSYC,239,37221,Community Psych,A,OD,120211,4,45,10,4,4,1,1,3,1,1,2,0,1,0,3.56,"Jones, Markera"
PSYC,245,37222,Industrial Org Psych,A,OLC,120211,45,30,11,11,7,0,5,8,2,1,1,0,12,0,3.24,"Chen, Lilang"
PSYC,248,39799,Learning and Memory,A,OLC,120211,0,184,0,0,5,0,0,5,0,0,1,0,1,0,3.89,"Shipstead, Zachary M"
PSYC,250,37224,Psych of Personality,I,OLC,120211,23,11,14,13,12,5,8,7,3,4,3,1,6,0,2.97,"Briskin, Julia L"
PSYC,302,67332,Applied Neuroscience,A,OD,120211,19,27,13,15,12,4,3,5,2,1,1,3,1,0,3.33,"Rhodes, Justin S"
PSYC,318,43429,Psych of the Infant,A,OLC,120211,16,21,20,5,8,2,2,0,0,1,1,0,0,0,3.61,"Travis, Lisa L"
PSYC,328,65367,Psychology of Gender,A,OD,120211,13,24,31,19,26,10,2,7,2,0,1,2,1,0,3.29,"Shenouda, Christine K"
PSYC,331,39546,Cognitive Psych Lab,AL1,OLC,120211,0,32,0,0,3,0,0,0,0,0,1,0,4,0,3.45,"Shipstead, Zachary M"
PSYC,332,37292,Social Psych Methods Lab,AL1,OLC,120211,0,30,25,11,16,10,3,4,0,1,0,0,0,0,3.39,"Weiner, Drew S"
PSYC,336,70314,Topics in Clin/Comm Psych,A,OLC,120211,23,2,3,0,1,0,0,0,0,0,0,0,1,0,3.8,"Hunter, Carla D"
PSYC,341,37336,CounselCenterParaProfessional,CCP,OLB,120211,0,16,2,0,1,0,1,1,1,0,0,0,0,0,3.65,"Graham, Jeffrey W"
PSYC,353,37372,Social Cognition,A,OLC,120211,0,95,0,0,43,0,0,8,0,0,1,0,2,0,3.53,"Srull, Thomas K"
PSYC,363,37414,Developmental Child Psych Lab,AL1,OLC,120211,2,35,10,2,0,0,0,0,1,2,0,0,1,0,3.69,"Hyde, Daniel"
PSYC,379,54499,Clinical/Abnormal Psych Lab,AL1,OLC,120211,0,56,15,5,5,5,1,2,0,0,1,1,0,0,3.65,"Berenbaum, Howard"
PSYC,404,39534,Cognitive Neuroscience,AU3,OD,120211,20,17,5,5,1,0,2,0,1,1,0,0,0,0,3.73,"Dolcos, Florin"
PSYC,408,70319,Human Behavior Genetics,UG,OD,120211,0,40,0,0,4,0,0,2,0,0,5,0,5,0,3.24,"Derringer, Jaime L"
PSYC,413,43442,Psychopharmacology,AU3,OLC,120211,1,22,29,24,18,8,9,9,4,4,3,1,5,0,2.98,"Gulley, Joshua M"
PSYC,414,37249,"Brain, Learning, and Memory",U3,OLC,120211,0,21,19,12,11,6,4,5,2,5,1,1,2,0,3.09,"Hinman, James R"
PSYC,455,39536,Organizational Psych,AU3,OLC,120211,0,16,11,8,5,3,1,1,1,0,0,1,2,0,3.28,"Liu, Yihao"
PSYC,465,37417,Personality and Soc Dev,AU3,OLC,120211,7,26,7,7,21,7,6,6,2,1,0,0,1,0,3.22,"Banerjee, Sanchari"
PSYC,468,39637,Psych and Law,AU3,OLC,120211,12,37,20,12,10,5,7,6,2,1,3,0,5,0,3.24,"Spielmann, Julia"
PSYC,496,40579,Restorative Justice,ML2,OLC,120211,0,20,7,5,4,0,0,0,0,0,0,0,2,0,3.54,"Lyubansky, Mikhail"
PSYC,507,68604,Statistical Methods II,B,ONL,120211,0,20,0,0,0,0,0,1,0,0,0,0,0,0,3.9,"Koehn, Hans F"
REHB,330,64478,Disability in American Society,LR1,ONL,120211,18,17,7,4,11,5,7,2,3,1,0,0,3,0,3.23,"Rice, Laura A"
REHB,330,70487,Disability in American Society,ON2,ONL,120211,67,38,0,0,24,0,0,4,0,0,4,1,9,0,3.43,"Jan, Yih-Kuen"
REHB,435,37850,Work and Disability,A,OD,120211,0,41,0,0,3,0,0,1,0,0,0,0,0,0,3.89,"Greco, Chelsea E"
REL,109,66735,Religion & Society in West II,E,OLC,120211,65,2,6,1,5,0,2,2,0,0,0,0,4,0,3.64,"Rosenstock, Bruce"
REL,110,66741,World Religions,AL1,OLC,120211,191,108,51,25,26,7,14,10,8,4,2,4,25,0,3.45,"Layton, Richard A"
REL,132,66810,Zen,A,OLC,120211,3,8,6,2,0,3,0,0,0,0,0,0,0,0,3.67,"Mayer, Alexander L"
REL,208,67039,Cultures & Lits of South Asia,A,OLC,120211,0,41,2,0,2,0,0,0,0,0,0,1,0,0,3.87,"Mehta, Rini B"
REL,223,66812,The Qur'an (Koran),A,OLC,120211,1,6,4,5,2,4,3,2,1,0,0,0,2,0,2.96,"Hoffman, Valerie J"
REL,286,66813,Introduction to Hinduism,AL1,OLC,120211,1,5,11,3,2,2,0,0,0,0,0,0,0,0,3.57,"Newman, Adam L"
