Subject,Course,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
MBA,502,Managerial Economics,3,18,4,2,21,1,0,0,0,0,0,0,0,0,3.49,"DeBrock, Lawrence M"
MBA,502,Marketing Management,0,28,19,2,0,0,0,0,0,0,0,0,0,0,3.84,"Noel, Hayden N"
MBA,502,Operations Management,2,14,8,10,3,4,4,4,0,0,0,0,0,0,3.34,"Anand, Gopesh J"
MCB,100,Introductory Microbiology,45,25,31,29,25,15,11,10,6,6,10,7,5,3,3.04,"Chapman, Kenneth"
MCB,101,Intro Microbiology Laboratory,28,20,26,20,30,12,8,1,3,1,2,1,2,0,3.28,"Chapman, Kenneth"
MCB,150,Molec & Cellular Basis of Life,0,0,3,3,7,2,3,0,1,2,0,0,0,0,2.79,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,2,1,3,4,1,3,3,3,1,0,0,0,0,0,2.95,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,0,2,2,4,2,4,4,2,2,0,0,0,0,0,2.82,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,3,1,4,2,2,2,2,2,1,1,1,0,0,0,2.92,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,2,1,3,5,9,2,1,0,0,0,0,0,0,0,3.23,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,0,5,3,1,3,1,3,2,2,0,0,1,0,0,2.91,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,1,1,4,4,2,2,4,2,0,1,0,0,1,0,2.82,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,3,2,2,1,3,5,0,3,1,2,0,0,0,0,2.88,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,6,3,8,4,3,0,0,0,0,0,0,0,0,0,3.65,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,0,3,5,2,4,1,0,3,2,1,0,0,0,0,2.97,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,3,4,1,1,3,2,0,1,2,2,2,0,1,0,2.7,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,0,3,1,3,5,4,2,1,0,3,0,0,0,0,2.82,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,1,2,1,5,2,4,3,2,1,0,0,1,0,0,2.83,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,1,3,0,1,4,4,1,3,1,2,0,0,1,0,2.6,"Reedy, Melissa M"
MCB,150,Molec & Cellular Basis of Life,0,2,1,3,3,3,5,1,2,0,1,0,0,0,2.7,"Reedy, Melissa M"
MCB,170,Society and the Brain,21,48,29,18,8,6,4,3,1,0,1,0,0,0,3.6,"Anastasio, Thomas J"
MCB,199,Undergraduate Open Seminar,2,14,0,2,1,1,0,1,0,0,0,0,0,0,3.73,"Reedy, Melissa M"
MCB,244,Human Anatomy & Physiology I,31,78,154,128,120,77,33,22,8,3,2,2,4,4,3.22,"Brown, Chester M"
MCB,245,Human Anat & Physiol Lab I,0,4,5,0,7,2,2,3,2,1,0,0,1,0,2.82,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,1,2,3,7,2,3,2,1,0,0,1,2,0,2.54,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,0,4,3,3,4,0,3,1,2,2,2,4,0,2.14,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,0,2,5,4,1,5,2,2,2,0,1,1,0,2.5,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,1,3,2,7,6,1,5,1,1,0,0,1,0,2.69,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,3,2,2,2,3,2,4,3,4,1,0,2,0,2.29,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,1,2,4,7,2,3,0,1,1,0,1,2,1,2.57,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,0,1,1,4,5,1,2,1,1,3,0,2,0,2.13,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,2,4,1,2,2,4,3,0,1,1,2,0,1,2.56,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,0,3,1,4,1,2,1,3,2,1,0,2,0,2.3,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,0,2,2,3,3,2,3,3,1,2,0,1,0,2.35,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,0,4,3,2,6,3,3,0,0,1,5,2,0,2.21,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,0,2,2,9,4,2,3,1,2,0,0,0,0,2.67,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,1,2,4,6,6,0,2,2,1,2,1,0,0,2.59,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,0,1,1,3,2,5,5,2,0,1,0,1,0,2.25,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,1,1,1,2,6,2,6,3,1,2,1,0,1,0,2.48,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,1,5,5,3,3,3,1,2,2,2,0,1,0,2.61,"Swigart, James P"
MCB,245,Human Anat & Physiol Lab I,0,0,0,5,2,4,1,5,1,2,1,3,3,0,1.96,"Swigart, James P"
MCB,250,Molecular Genetics,1,3,0,0,3,2,1,3,0,4,0,4,2,0,2.03,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,1,3,1,6,1,2,2,3,1,2,1,0,0,0,2.78,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,1,2,0,3,1,3,1,4,2,1,2,1,1,1,2.3,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,2,4,4,3,1,2,3,2,1,2,0,0,0,0,3.01,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,2,2,5,1,4,2,2,0,2,1,0,0,1,1,2.93,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,2,2,1,4,2,4,2,1,2,1,0,1,0,0,2.8,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,1,0,1,4,3,5,1,3,1,1,0,0,2,1,2.49,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,0,1,3,3,1,3,5,1,3,0,3,0,0,0,2.51,"Kirchner, Nicholas C"
MCB,250,Molecular Genetics,1,3,3,2,2,2,3,0,2,0,1,0,3,0,2.56,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,6,5,5,1,3,1,1,0,0,0,0,0,0,0,3.62,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,2,7,7,0,3,1,0,1,0,0,0,0,0,0,3.59,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,2,7,3,4,3,0,2,0,0,0,0,0,0,0,3.52,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,13,6,2,0,2,0,1,0,0,0,0,0,0,0,3.82,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,8,5,9,1,0,0,0,0,0,0,0,0,0,0,3.84,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,4,7,6,1,2,1,0,0,0,0,0,0,0,0,3.72,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,10,5,1,4,1,0,1,0,0,0,0,0,0,0,3.74,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,5,9,7,3,0,0,0,0,0,0,0,0,0,0,3.82,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,9,5,6,1,2,1,0,0,0,0,0,0,0,0,3.75,"Kirchner, Nicholas C"
MCB,251,Exp Techniqs in Molecular Biol,4,5,5,4,1,2,0,1,0,0,0,0,0,0,3.55,"Kirchner, Nicholas C"
MCB,252,"Cells, Tissues & Development",4,5,3,2,3,3,2,0,0,0,0,0,0,0,3.42,"Good, Elizabeth A"
MCB,252,"Cells, Tissues & Development",1,5,5,0,2,2,4,2,0,0,0,0,0,0,3.19,"Good, Elizabeth A"
MCB,253,Exp Techniqs in Cellular Biol,4,4,5,4,2,0,2,0,1,0,0,0,0,0,3.45,"Good, Elizabeth A"
MCB,253,Exp Techniqs in Cellular Biol,12,5,1,2,1,0,0,1,0,0,0,0,0,0,3.79,"Good, Elizabeth A"
MCB,253,Exp Techniqs in Cellular Biol,4,8,6,3,1,0,0,0,0,0,0,0,0,0,3.77,"Good, Elizabeth A"
MCB,253,Exp Techniqs in Cellular Biol,5,7,5,2,1,0,0,0,1,0,0,0,0,1,3.7,"Good, Elizabeth A"
MCB,301,Experimental Microbiology,0,2,4,6,7,1,2,0,0,0,0,0,0,0,3.23,"Alt, Renee L"
MCB,301,Experimental Microbiology,0,3,7,4,4,2,0,3,0,0,0,0,0,0,3.23,"Alt, Renee L"
MCB,314,Introduction to Neurobiology,8,44,29,22,12,18,10,6,8,0,8,0,3,0,3.15,"Nelson, Mark E"
MCB,354,Biochem & Phys Basis of Life,9,5,2,2,1,3,0,0,0,1,0,0,0,0,3.58,"Stenger, Alejandra L"
MCB,354,Biochem & Phys Basis of Life,1,2,4,6,2,0,2,0,1,2,0,1,0,0,2.97,"Stenger, Alejandra L"
MCB,354,Biochem & Phys Basis of Life,1,3,3,2,3,1,2,1,0,2,1,2,0,0,2.71,"Stenger, Alejandra L"
MCB,401,Cell & Membrane Physiology,0,40,0,0,16,0,0,6,0,0,1,0,0,0,3.51,"Grosman, Claudio F"
MCB,413,Endocrinology,9,17,11,6,22,8,2,6,3,2,3,0,4,1,3,"Raetzman, Lori T"
MCB,426,Bacterial Pathogenesis,1,8,7,7,5,11,2,2,3,0,3,0,0,0,2.98,"Wilson, Brenda A"
MCB,428,Microbial Pathogens Laboratory,1,8,9,3,3,1,1,2,0,0,0,0,0,0,3.47,"Ikeda, Jack S"
MCB,428,Microbial Pathogens Laboratory,0,8,5,1,11,2,0,0,0,0,0,0,0,0,3.41,"Ikeda, Jack S"
MCB,431,Microbial Physiology,0,15,1,6,8,2,0,1,0,0,0,0,0,0,3.48,"Vanderpool, Carin"
MCB,436,Global Biosecurity,0,54,22,7,1,0,0,1,0,0,0,0,0,0,3.82,"Wilson, Brenda A"
MCB,450,Introductory Biochemistry,17,44,46,43,35,27,17,12,6,6,3,3,4,1,3.12,"Orlean, Peter A"
MCB,461,Cell & Molecular Neuroscience,37,22,17,6,5,9,1,0,0,0,0,0,0,0,3.71,"Chung, Hee Jung"
MCB,471,Cell Structure and Dynamics,10,8,7,6,14,0,0,0,0,0,0,0,0,0,3.55,"Brieher, William M"
MCB,493,Experimental Cell Biology,2,3,7,5,3,2,0,0,0,0,0,0,0,0,3.49,"Levesque, Lyne"
MCB,493,Human Medical Genomics,3,15,4,2,1,2,1,0,1,0,0,0,0,0,3.64,"Wildman, Derek"
MCB,501,Advanced Biochemistry,1,9,15,9,5,0,2,0,0,0,0,0,0,0,3.53,"Imlay, James A"
MCB,502,Advanced Molecular Genetics,2,17,4,6,11,4,0,0,0,0,0,0,0,0,3.51,"Freeman, Brian C"
MDIA,100,College of Media Orientation,6,44,24,10,9,13,5,2,3,2,3,2,2,0,3.29,"Parrott, Julian D"
MDIA,199,Transfer Orientation,0,13,3,4,1,1,1,1,0,0,0,0,0,1,3.6,"Pflum, Holly N"
MDIA,270,Introduction to Media Sales,61,7,7,3,1,2,1,1,0,0,0,2,2,0,3.7,"Clifton, Dionne J"
MDIA,320,Media Sales Management,4,29,10,1,2,0,0,0,0,1,0,0,0,0,3.82,"Clifton, Dionne J"
MDIA,370,Advanced Media Sales,40,20,11,12,3,4,3,2,2,0,2,0,3,0,3.49,"Clifton, Dionne J"
MDIA,380,21st Century Documentaries,0,12,9,5,5,0,0,0,0,0,0,0,0,0,3.63,"Ruehlicke, Andrea"
ME,170,Computer-Aided Design,54,67,30,8,2,3,0,1,2,0,2,0,1,1,3.78,"Philpott, Michael L"
ME,199,Design Projects,4,35,4,0,4,0,0,0,0,0,0,0,0,0,3.89,"Philpott, Michael L"
ME,199,Automotive Design Projects,2,123,3,0,5,1,0,1,0,0,0,0,0,0,3.93,"Philpott, Michael L"
ME,270,Design for Manufacturability,11,14,18,15,18,19,9,11,5,3,1,0,1,0,3.02,"Flachsbart, Bruce R"
ME,300,Thermodynamics,3,25,21,11,17,14,13,15,2,0,0,0,0,0,3.12,"Lee, Tonghun"
ME,300,Thermodynamics,4,11,13,15,18,13,10,4,1,0,0,0,1,0,3.1,"Hutchens, Shelby"
ME,310,Fundamentals of Fluid Dynamics,4,6,9,12,10,9,9,3,3,0,0,0,0,0,3.06,"Chamorro Chavez, Leonardo"
ME,310,Fundamentals of Fluid Dynamics,1,8,13,8,6,6,2,2,0,1,1,0,0,0,3.24,"Liebenberg, Leon"
ME,320,Heat Transfer,5,10,11,5,9,4,3,4,2,3,1,0,1,0,3.07,"Glumac, Nick G"
ME,320,Heat Transfer,3,10,8,11,4,6,3,0,2,0,2,0,2,0,3.1,"Smith, Kyle C"
ME,330,Engineering Materials,11,31,33,12,6,3,1,1,0,0,0,0,0,0,3.67,"Nam, SungWoo"
ME,330,Engineering Materials,23,13,30,20,2,7,0,2,0,0,0,0,0,0,3.6,"Wang, Cai Mike"
ME,340,Dynamics of Mechanical Systems,1,10,6,1,18,6,5,10,1,0,9,0,1,0,2.67,"Vakakis, Alexander F"
ME,340,Dynamics of Mechanical Systems,5,5,5,22,4,4,0,0,0,0,0,0,0,0,3.43,"LaViers Minnick, Amy E"
ME,360,Signal Processing,2,5,6,3,8,7,4,3,0,0,1,0,0,0,3.05,"Bahl, Gaurav"
ME,360,Signal Processing,6,19,14,15,13,10,3,2,0,0,0,0,1,0,3.35,"Salapaka, Srinivasa M"
ME,370,Mechanical Design I,2,11,16,9,15,4,3,3,1,0,0,0,0,0,3.3,"Ferreira, Placid M"
ME,370,Mechanical Design I,4,15,20,10,8,3,3,0,1,0,0,0,0,0,3.49,"Wissa, Aimy"
ME,371,Mechanical Design II,7,16,12,13,6,5,0,0,0,0,0,0,0,0,3.57,"Kim, Seok"
ME,371,Mechanical Design II,4,14,17,12,7,4,0,0,0,0,0,0,1,0,3.49,"Dunn, Alison C"
ME,403,Internal Combustion Engines,2,9,8,9,2,1,1,0,1,0,0,0,0,0,3.54,"Lee, Chia-Fon"
ME,420,Intermediate Heat Transfer,5,29,1,0,4,0,0,0,0,0,0,0,0,0,3.89,"Miljkovic, Nenad"
ME,430,Failure of Engrg Materials,0,23,4,6,3,5,1,0,0,0,0,0,0,0,3.64,"Tawfick, Sameh H"
ME,451,Computer-Aided Mfg Systems,0,12,2,9,8,0,0,0,0,0,0,0,0,0,3.54,"Kapoor, Shiv G"
ME,461,Computer Cntrl of Mech Systems,2,40,4,0,1,0,0,0,0,0,0,0,0,0,3.95,"Block, Daniel J"
ME,470,Senior Design Project,2,63,23,13,5,1,0,1,0,0,0,0,0,0,3.77,"Johnson, Blake E"
ME,471,Finite Element Analysis,6,5,7,15,8,8,2,1,1,2,1,0,0,0,3.18,"James, Kai"
ME,482,Musculoskel Tissue Mechanics,1,13,11,5,4,0,0,0,0,0,0,0,0,0,3.67,"Wagoner Johnson, Amy J"
ME,487,MEMS-NEMS Theory & Fabrication,0,5,7,2,4,1,1,0,1,1,0,2,0,1,3.07,"Mensing, Glennys A"
ME,498,Optics:Theory and Application,6,8,7,3,0,0,0,0,0,0,0,0,0,0,3.82,"Toussaint, Kimani C"
ME,523,Nanoscale Energy Transport,1,9,4,5,2,0,0,0,0,0,0,0,0,0,3.68,"Sinha, Sanjiv"
MSE,101,Materials in Today's World,0,11,10,6,4,2,0,1,0,0,0,0,0,0,3.53,"Goodman, Matthew D"
MSE,182,Introduction to MatSE,7,21,14,16,1,5,0,0,0,0,0,0,1,0,3.58,"Huang, Pinshane"
MSE,201,Phases and Phase Relations,2,9,26,7,5,4,5,0,1,0,0,0,2,0,3.31,"Das Neves Barbo, Cecilia"
MSE,280,Engineering Materials,10,21,14,11,15,10,5,8,1,0,3,0,3,0,3.13,"Goodman, Matthew D"
MSE,307,Materials Laboratory I,6,31,36,22,6,3,2,0,0,0,0,0,2,0,3.56,"TerBush, Jessica"
MSE,396,Introduction to Research,8,14,5,2,1,0,0,0,0,0,0,0,0,0,3.87,"Cahill, David G"
MSE,401,Thermodynamics of Materials,9,17,0,11,16,15,8,11,7,10,1,1,5,0,2.67,"Dillon, Shen J"
MSE,403,Synthesis of Materials,2,3,4,5,5,1,3,0,0,0,1,0,0,0,3.21,"Shoemaker, Daniel P"
MSE,406,Thermal-Mech Behavior of Matls,1,8,13,14,21,14,11,10,5,3,2,0,2,0,2.8,"Maass, Christoph R"
MSE,440,Mechanical Behavior of Metals,4,7,3,2,3,2,1,3,0,0,0,0,1,0,3.24,"Krogstad, Jessica A"
MSE,443,Design of Engineering Alloys,6,7,5,5,8,4,2,3,2,1,0,0,1,0,3.11,"Bellon, Pascal"
MSE,456,Mechanics of Composites,1,4,2,6,5,6,0,8,1,0,2,0,3,1,2.58,"Sottos, Nancy R"
MSE,457,Polymer Chemistry,0,26,4,4,7,3,0,1,0,0,0,0,0,1,3.65,"Evans, Christopher"
MSE,470,Design and Use of Biomaterials,0,16,17,3,0,1,0,0,0,0,0,0,0,0,3.76,"Cheng, Jianjun"
MSE,480,Surfaces and Colloids,4,35,12,5,6,0,0,0,0,0,0,0,0,0,3.79,"Chen, Qian"
MSE,485,Atomic Scale Simulations,25,9,7,0,0,0,0,0,0,0,0,0,1,0,3.87,"Schleife, Andre"
MSE,500,Statistical Thermodyn of Matls,5,12,8,7,8,1,0,1,0,0,0,0,0,1,3.56,"Schweizer, Kenneth S"
MUS,103,Theory for Non-Music Majors,0,14,7,6,7,0,1,1,0,0,0,0,3,0,3.26,"Livengood, Kerrith"
MUS,110,Introd Art Mus: Intl Perspect,19,23,24,17,17,4,2,3,1,1,1,1,2,0,3.39,"Silvers, Michael B"
MUS,130,Introd to the Art of Music,98,55,9,3,8,2,2,1,1,1,1,1,4,0,3.74,"Syer, Katherine R"
MUS,133,Introduction to World Music,29,57,37,19,11,7,1,3,9,5,2,1,5,0,3.37,"Tse, Pui-Sze Priscil"
MUS,133,Introduction to World Music,27,52,34,15,9,9,3,4,1,2,0,2,3,0,3.49,"Tse, Pui-Sze Priscil"
MUS,243,Introductory Music Ed Tech,21,1,4,1,1,0,1,0,0,0,0,0,1,0,3.71,"Kruse, Adam J"
MUS,250,Philharmonia Orchestra,0,53,0,0,0,0,0,0,0,0,0,0,1,0,3.93,"Kee, Jebat Arjuna Ji"
MUS,262,Women's Glee Club,6,66,3,2,0,0,0,0,0,0,0,0,2,0,3.87,"Solya, Andrea"
MUS,263,Men's Glee Club,0,31,7,3,5,2,0,1,0,0,0,0,0,0,3.71,"Schmidt, Michael S"
MUS,271,Hindsley Symphonic Band,0,45,0,0,1,0,0,2,0,0,0,0,0,0,3.9,"Houser, Barry L"
MUS,272,University Band,0,79,3,0,0,1,0,0,0,0,1,1,1,0,3.85,"Gardner, Jason P"
MUS,313,The History of Music I,7,12,7,8,15,9,4,15,8,1,2,3,7,2,2.61,"Wilson, Steven A"
MUS,333,Cond/Teach Strings-Grp Setting,2,15,8,1,0,0,0,0,0,0,0,0,0,0,3.87,"Schleicher, Donald J"
MUS,335,Elem and Mid Sch Instrum Music,0,15,1,1,1,0,0,1,0,0,0,0,2,0,3.43,"Nichols, Jeananne B"
MUS,343,Music in Adolescence,0,27,5,3,3,0,1,0,0,0,0,0,1,0,3.69,"Sweet, Bridget M"
MUS,346,Choral Mthds Secondary Ensem,0,25,4,2,0,1,2,0,0,0,0,0,1,0,3.68,"Sweet, Bridget M"
MUS,408,First Half of 20th Century,0,6,8,3,2,2,0,0,0,0,0,0,0,0,3.56,"Tharp, Reynold"
MUS,418,Native American Music,0,18,0,1,0,0,0,0,0,0,1,1,0,0,3.68,"Solis, Gabriel"
MUS,439,Differentiating Music Instrctn,5,14,3,2,1,1,0,1,1,0,0,0,0,0,3.68,"Gallo, Donna"
MUS,499,Jazz Forum,7,10,6,3,1,0,0,2,1,0,0,0,0,0,3.62,"McNeill, Charles L"
MUS,501,Western Music before 1750,1,6,8,5,9,3,1,3,0,0,0,0,0,1,3.26,"Wilson, Steven A"
NPRE,100,Orientation to NPRE,0,41,0,0,5,1,0,0,2,0,0,0,0,0,3.78,"Kozlowski, Tomasz"
NPRE,201,Energy Systems,3,38,7,7,2,1,0,1,0,0,0,0,0,0,3.79,"Allain, Jean Paul"
NPRE,201,Energy Systems,1,39,7,2,1,0,0,0,0,0,0,0,0,0,3.91,"Allain, Jean Paul"
NPRE,247,Modeling Nuclear Energy System,0,6,5,0,4,2,0,0,1,0,1,1,2,0,2.87,"Kozlowski, Tomasz"
NPRE,412,Nuclear Power Econ & Fuel Mgmt,0,5,7,7,2,2,1,0,0,0,0,0,0,0,3.48,"Huff, Kathryn D"
NPRE,431,Materials in Nuclear Engrg,0,8,11,8,7,1,1,0,0,0,0,0,0,0,3.47,"Heuser, Brent J"
NPRE,432,Nuclear Engrg Materials Lab,0,12,6,2,1,1,1,0,0,0,0,0,0,0,3.68,"Heuser, Brent J"
NPRE,446,Radiation Interact w/Matter I,3,17,7,2,4,4,0,0,0,0,0,0,0,0,3.65,"Zhang, Yang"
NPRE,448,Nuclear Syst Engrg & Design,2,8,0,6,4,3,4,1,2,0,2,1,0,0,2.95,"Brooks, Caleb"
NPRE,481,Writing on Technol & Security,5,8,3,6,1,1,1,0,0,0,0,0,0,0,3.64,"Roy, William R"
NPRE,501,Fundamentals of Nuclear Engrg,1,9,4,4,4,2,1,0,0,0,0,0,0,0,3.51,"Uddin, Rizwan"
NRES,100,Fundamentals of Env Sci,15,16,4,7,8,3,1,7,1,0,2,0,1,0,3.29,"Kelly, Janice K"
NRES,102,Introduction to NRES,5,10,14,10,11,3,4,4,0,0,1,1,3,0,3.1,"Kent, Angela D"
NRES,102,Introduction to NRES,18,37,63,37,40,44,29,20,19,12,6,13,46,1,2.56,"Ugarte, Carmen M"
NRES,201,Introductory Soils,0,12,8,8,20,9,4,14,4,2,4,0,0,1,2.81,"Mulvaney, Richard L"
NRES,219,Principles of Ecosystem Mgmt,2,20,18,14,8,12,4,2,1,0,1,1,4,1,3.14,"Yannarell, Anthony"
NRES,348,Fish and Wildlife Ecology,14,24,15,12,4,11,6,3,1,1,2,0,1,0,3.33,"Ward, Michael P"
NRES,409,Fishery Ecol and Conservation,0,2,4,3,5,7,1,0,0,0,0,0,0,0,3.12,"Suski, Cory D"
NRES,415,Native Plant ID and Floristics,7,4,1,1,9,2,0,1,1,1,0,0,1,0,3.16,"Matthews, Jeffrey W"
NRES,419,Env and Plant Ecosystems,1,10,5,2,2,4,0,1,0,0,1,0,1,0,3.28,"Matthews, Jeffrey W"
NRES,454,GIS in Natural Resource Mgmt,2,20,22,13,15,7,4,5,0,0,0,0,3,0,3.24,"Fraterrigo, Jennifer M"
NRES,472,Environmental Psychology,2,8,9,2,4,3,0,0,0,0,0,0,1,0,3.44,"Kuo, Frances E"
PHIL,101,Introduction to Philosophy,2,9,3,3,3,2,1,0,0,0,0,0,1,0,3.4,"Meyer, Daniel W"
PHIL,101,Introduction to Philosophy,1,4,1,6,5,3,0,0,0,0,1,0,2,0,2.94,"Sachdev, Megha"
PHIL,101,Introduction to Philosophy,0,10,4,0,2,0,1,2,0,0,0,0,2,0,3.19,"Meyer, Daniel W"
PHIL,102,Logic and Reasoning,0,8,3,5,3,1,0,2,0,0,0,0,0,0,3.42,"Lee, Seungil"
PHIL,102,Logic and Reasoning,7,6,2,1,1,0,1,2,0,0,1,0,1,0,3.32,"Louzon, Nicholas J"
PHIL,102,Logic and Reasoning,8,3,5,1,3,3,1,0,1,0,0,0,0,0,3.47,"Louzon, Nicholas J"
PHIL,102,Logic and Reasoning,1,6,5,1,3,3,0,1,1,1,0,0,0,0,3.26,"Lee, Seungil"
PHIL,102,Logic and Reasoning,3,5,2,1,4,1,1,1,0,0,1,0,2,0,2.98,"Lee, Seungil"
PHIL,102,Logic and Reasoning,1,16,8,7,6,7,3,10,5,2,4,3,2,0,2.72,"Gilbert, David R"
PHIL,103,Logic and Reasoning QR II,4,10,2,1,0,2,0,0,1,0,0,1,2,0,3.23,"Enderer, Bora A"
PHIL,202,Symbolic Logic,3,8,3,1,2,0,0,4,0,0,0,0,0,1,3.44,"McCarthy, Timothy G"
PHIL,203,Ancient Philosophy,0,17,21,8,7,3,2,0,1,1,0,0,1,2,3.42,"Wengert, Robert G"
PHIL,206,Early Modern Philosophy,2,10,26,15,6,10,2,1,0,1,0,0,1,0,3.33,"Newton, Alexandra M"
PHIL,210,Ethics,1,13,3,8,1,0,0,0,0,0,0,0,1,0,3.58,"Bojanowski, Jochen"
PHIL,214,Biomedical Ethics,0,19,6,6,2,1,0,1,1,0,0,0,1,0,3.52,"Ben Moshe, Nir"
PHIL,250,Conceptions of Human Nature,1,10,7,3,3,0,0,0,0,0,0,0,3,0,3.28,"Varden, Helga"
PHIL,270,Philosophy of Science,1,3,3,5,3,2,3,0,0,0,0,0,1,0,3.09,"Weaver, Christopher G"
PHIL,426,Metaphysics,0,4,7,4,6,1,2,1,0,0,0,0,2,0,3.06,"Saenz, Noel B"
PHYS,100,Thinking About Physics,19,55,32,31,43,14,2,5,0,2,1,0,1,2,3.42,"Lundsgaard, Morten"
PHYS,100,Thinking About Physics,17,41,19,30,39,10,4,14,5,2,0,0,2,1,3.24,"Lundsgaard, Morten"
PHYS,101,College Physics: Mech & Heat,25,27,18,19,13,14,14,12,12,7,6,11,2,3,2.85,"Mestre, Jose"
PHYS,101,College Physics: Mech & Heat,25,22,14,16,19,13,16,9,10,11,7,9,2,1,2.8,"Mestre, Jose"
PHYS,102,College Physics: E&M & Modern,14,22,14,16,8,10,15,10,12,3,2,3,0,0,2.96,"Kuhlman, Thomas E"
PHYS,102,College Physics: E&M & Modern,6,14,8,7,10,11,7,9,4,3,4,5,2,0,2.72,"Kuhlman, Thomas E"
PHYS,150,Physics of Societal Issues,1,5,4,2,5,3,2,0,1,0,0,0,1,1,3.11,"Filippini, Jeffrey P"
PHYS,211,University Physics: Mechanics,82,29,21,21,12,17,14,11,12,8,4,5,6,2,3.16,"Stelzer, Timothy J"
PHYS,211,University Physics: Mechanics,63,46,31,18,14,22,23,20,16,5,11,8,4,2,3.04,"Stelzer, Timothy J"
PHYS,211,University Physics: Mechanics,53,38,21,17,7,17,14,21,19,8,10,16,15,1,2.74,"Holder, Gilbert"
PHYS,212,University Physics: Elec & Mag,33,30,33,47,44,39,33,13,8,2,2,2,2,1,3.08,"Willenbrock, Scott S"
PHYS,212,University Physics: Elec & Mag,33,37,40,57,53,22,26,10,7,5,1,0,0,1,3.21,"Willenbrock, Scott S"
PHYS,212,University Physics: Elec & Mag,44,37,25,47,42,28,15,12,3,8,3,0,0,0,3.22,"Yang, Liang"
PHYS,212,University Physics: Elec & Mag,29,20,24,25,24,11,10,8,2,1,1,0,0,1,3.31,"Yang, Liang"
PHYS,213,Univ Physics: Thermal Physics,29,30,16,19,12,13,15,21,16,8,11,6,2,1,2.82,"Kwiat, Paul G"
PHYS,213,Univ Physics: Thermal Physics,30,35,23,21,34,31,20,20,22,12,13,10,8,0,2.72,"Kwiat, Paul G"
PHYS,214,Univ Physics: Quantum Physics,56,18,12,18,12,14,10,14,11,8,3,7,2,0,3.03,"Kwiat, Paul G"
PHYS,214,Univ Physics: Quantum Physics,65,44,22,31,21,28,19,18,20,5,8,8,2,1,3.06,"Kwiat, Paul G"
PHYS,225,Relativity & Math Applications,13,43,51,13,17,14,4,3,0,3,0,0,2,0,3.45,"Gollin, George D"
